idx,name,description,label,software
293,hadoop.security.group.mapping.ldap.posix.attr.uid.name,The attribute of posixAccount to use when groups for membership. Mostly useful for schemas wherein groups have memberUids that use an attribute other than uidNumber.,security,hadoop-common
294,hadoop.security.group.mapping.ldap.posix.attr.gid.name,The attribute of posixAccount indicating the group id.,security,hadoop-common
295,hadoop.security.group.mapping.ldap.directory.search.timeout,The attribute applied to the LDAP SearchControl properties to set a maximum time limit when searching and awaiting a result. Set to 0 if infinite wait period is desired. Default is 10 seconds. Units in milliseconds.,reliability,hadoop-common
296,hadoop.security.group.mapping.providers,Comma separated of names of other providers to provide user to group mapping. Used by CompositeGroupsMapping.,security,hadoop-common
297,hadoop.security.group.mapping.providers.combined,"true or false to indicate whether groups from the providers are combined or not. The default value is true. If true, then all the providers will be tried to get groups and all the groups are combined to return as the final results. Otherwise, providers are tried one by one in the configured list order, and if any groups are retrieved from any provider, then the groups will be returned without trying the left ones.",security,hadoop-common
298,hadoop.security.service.user.name.key,"For those cases where the same RPC protocol is implemented by multiple servers, this configuration is required for specifying the principal name to use for the service when the client wishes to make an RPC call.",security,hadoop-common
299,fs.azure.user.agent.prefix,"WASB passes User-Agent header to the Azure back-end. The default value contains WASB version, Java Runtime version, Azure Client library version, and the value of the configuration option fs.azure.user.agent.prefix.",others,hadoop-common
300,hadoop.security.uid.cache.secs,This is the config controlling the validity of the entries in the cache containing the userId to userName and groupId to groupName used by NativeIO getFstat().,security,hadoop-common
301,hadoop.service.shutdown.timeout,"Timeout to wait for each shutdown operation to complete. If a hook takes longer than this time to complete, it will be interrupted, so the service will shutdown. This allows the service shutdown to recover from a blocked operation. Some shutdown hooks may need more time than this, for example when a large amount of data needs to be uploaded to an object store. In this situation: increase the timeout. The minimum duration of the timeout is 1 second, ""1s"".",reliability,hadoop-common
302,hadoop.rpc.protection,"A comma-separated list of protection values for secured sasl connections. Possible values are authentication, integrity and privacy. authentication means authentication only and no integrity or privacy; integrity implies authentication and integrity are enabled; and privacy implies all of authentication, integrity and privacy are enabled. hadoop.security.saslproperties.resolver.class can be used to override the hadoop.rpc.protection for a connection at the server side.",security,hadoop-common
303,hadoop.security.saslproperties.resolver.class,"SaslPropertiesResolver used to resolve the QOP used for a connection. If not specified, the full set of values specified in hadoop.rpc.protection is used while determining the QOP used for the connection. If a class is specified, then the QOP values returned by the class will be used while determining the QOP used for the connection.",security,hadoop-common
304,hadoop.security.sensitive-config-keys,"A comma-separated or multi-line list of regular expressions to match configuration keys that should be redacted where appropriate, for example, when logging modified properties during a reconfiguration, private credentials should not be logged.",security,hadoop-common
305,hadoop.workaround.non.threadsafe.getpwuid,"Some operating systems or authentication modules are known to have broken implementations of getpwuid_r and getpwgid_r, such that these calls are not thread-safe. Symptoms of this problem include JVM crashes with a stack trace inside these functions. If your system exhibits this issue, enable this configuration parameter to include a lock around the calls as a workaround. An incomplete list of some systems known to have this issue is available at https://wiki.apache.org/hadoop/KnownBrokenPwuidImplementations",reliability,hadoop-common
306,hadoop.kerberos.kinit.command,Used to periodically renew Kerberos credentials when provided to Hadoop. The default setting assumes that kinit is in the PATH of users running the Hadoop client. Change this to the absolute path to kinit if this is not the case.,security,hadoop-common
307,hadoop.kerberos.min.seconds.before.relogin,"The minimum time between relogin attempts for Kerberos, in seconds.",reliability,hadoop-common
308,hadoop.security.auth_to_local,Maps kerberos principals to local user names,security,hadoop-common
309,hadoop.token.files,List of token cache files that have delegation tokens for hadoop service,security,hadoop-common
310,io.file.buffer.size,"The size of buffer for use in sequence files. The size of this buffer should probably be a multiple of hardware page size (4096 on Intel x86), and it determines how much data is buffered during read and write operations.",performance,hadoop-common
311,io.bytes.per.checksum,The number of bytes per checksum. Must not be larger than io.file.buffer.size.,performance,hadoop-common
312,io.skip.checksum.errors,"If true, when a checksum error is encountered while reading a sequence file, entries are skipped, instead of throwing an exception.",reliability,hadoop-common
313,io.compression.codecs,"A comma-separated list of the compression codec classes that can be used for compression/decompression. In addition to any classes specified with this property (which take precedence), codec classes on the classpath are discovered using a Java ServiceLoader.",performance,hadoop-common
314,io.compression.codec.bzip2.library,"The native-code library to be used for compression and decompression by the bzip2 codec. This library could be specified either by by name or the full pathname. In the former case, the library is located by the dynamic linker, usually searching the directories specified in the environment variable LD_LIBRARY_PATH. The value of ""system-native"" indicates that the default system library should be used. To indicate that the algorithm should operate entirely in Java, specify ""java-builtin"".",environment,hadoop-common
315,io.serializations,A list of serialization classes that can be used for obtaining serializers and deserializers.,performance,hadoop-common
316,io.seqfile.local.dir,The local directory where sequence file stores intermediate data files during merge. May be a comma-separated list of directories on different devices in order to spread disk i/o. Directories that do not exist are ignored.,environment,hadoop-common
317,io.map.index.skip,Number of index entries to skip between each entry. Zero by default. Setting this to values larger than zero can facilitate opening large MapFiles using less memory.,performance,hadoop-common
318,io.map.index.interval,"MapFile consist of two files - data file (tuples) and index file (keys). For every io.map.index.interval records written in the data file, an entry (record-key, data-file-position) is written in the index file. This is to allow for doing binary search later within the index file to look up records by their keys and get their closest positions in the data file.",performance,hadoop-common
319,fs.defaultFS,"The name of the default file system. A URI whose scheme and authority determine the FileSystem implementation. The uri's scheme determines the config property (fs.SCHEME.impl) naming the FileSystem implementation class. The uri's authority is used to determine the host, port, etc. for a filesystem.",environment,hadoop-common
320,fs.default.name,Deprecated. Use (fs.defaultFS) property instead,environment,hadoop-common
321,fs.trash.interval,"Number of minutes after which the checkpoint gets deleted. If zero, the trash feature is disabled. This option may be configured both on the server and the client. If trash is disabled server side then the client side configuration is checked. If trash is enabled on the server side then the value configured on the server is used and the client configuration value is ignored.",performance,hadoop-common
322,fs.trash.checkpoint.interval,"Number of minutes between trash checkpoints. Should be smaller or equal to fs.trash.interval. If zero, the value is set to the value of fs.trash.interval. Every time the checkpointer runs it creates a new checkpoint out of current and removes checkpoints created more than fs.trash.interval minutes ago.",reliability,hadoop-common
323,fs.protected.directories,A comma-separated list of directories which cannot be deleted even by the superuser unless they are empty. This setting can be used to guard important system directories against accidental deletion due to administrator error.,security,hadoop-common
324,fs.AbstractFileSystem.file.impl,The AbstractFileSystem for file: uris.,others,hadoop-common
325,fs.AbstractFileSystem.har.impl,The AbstractFileSystem for har: uris.,others,hadoop-common
326,fs.AbstractFileSystem.hdfs.impl,The FileSystem for hdfs: uris.,others,hadoop-common
327,fs.AbstractFileSystem.viewfs.impl,The AbstractFileSystem for view file system for viewfs: uris (ie client side mount table:).,others,hadoop-common
328,fs.viewfs.rename.strategy,"Allowed rename strategy to rename between multiple mountpoints. Allowed values are SAME_MOUNTPOINT,SAME_TARGET_URI_ACROSS_MOUNTPOINT and SAME_FILESYSTEM_ACROSS_MOUNTPOINT.",others,hadoop-common
329,fs.AbstractFileSystem.ftp.impl,The FileSystem for Ftp: uris.,others,hadoop-common
330,fs.AbstractFileSystem.webhdfs.impl,The FileSystem for webhdfs: uris.,others,hadoop-common
331,fs.AbstractFileSystem.swebhdfs.impl,The FileSystem for swebhdfs: uris.,others,hadoop-common
332,fs.ftp.host,FTP filesystem connects to this server,environment,hadoop-common
333,fs.ftp.host.port,FTP filesystem connects to fs.ftp.host on this port,environment,hadoop-common
334,fs.ftp.data.connection.mode,"Set the FTPClient's data connection mode based on configuration. Valid values are ACTIVE_LOCAL_DATA_CONNECTION_MODE, PASSIVE_LOCAL_DATA_CONNECTION_MODE and PASSIVE_REMOTE_DATA_CONNECTION_MODE.",others,hadoop-common
335,fs.ftp.transfer.mode,"Set FTP's transfer mode based on configuration. Valid values are STREAM_TRANSFER_MODE, BLOCK_TRANSFER_MODE and COMPRESSED_TRANSFER_MODE.",others,hadoop-common
336,fs.df.interval,Disk usage statistics refresh interval in msec.,debuggability,hadoop-common
337,fs.du.interval,File space usage statistics refresh interval in msec.,debuggability,hadoop-common
338,fs.s3.awsAccessKeyId,AWS access key ID used by S3 block file system.,security,hadoop-common
339,fs.s3.awsSecretAccessKey,AWS secret key used by S3 block file system.,security,hadoop-common
340,fs.s3.block.size,Block size to use when writing files to S3.,performance,hadoop-common
341,fs.s3.buffer.dir,Determines where on the local filesystem the s3:/s3n: filesystem should store files before sending them to S3 (or after retrieving them from S3).,environment,hadoop-common
342,fs.s3.maxRetries,"The maximum number of retries for reading or writing files to S3, before we signal failure to the application.",reliability,hadoop-common
343,fs.s3.sleepTimeSeconds,The number of seconds to sleep between each S3 retry.,reliability,hadoop-common
344,fs.swift.impl,The implementation class of the OpenStack Swift Filesystem,others,hadoop-common
345,fs.automatic.close,"By default, FileSystem instances are automatically closed at program exit using a JVM shutdown hook. Setting this property to false disables this behavior. This is an advanced option that should only be used by server applications requiring a more carefully orchestrated shutdown sequence.",reliability,hadoop-common
346,fs.s3n.awsAccessKeyId,AWS access key ID used by S3 native file system.,security,hadoop-common
347,fs.s3n.awsSecretAccessKey,AWS secret key used by S3 native file system.,security,hadoop-common
348,fs.s3n.block.size,Block size to use when reading files using the native S3 filesystem (s3n: URIs).,performance,hadoop-common
349,fs.s3n.multipart.uploads.enabled,"Setting this property to true enables multiple uploads to native S3 filesystem. When uploading a file, it is split into blocks if the size is larger than fs.s3n.multipart.uploads.block.size.",performance,hadoop-common
350,fs.s3n.multipart.uploads.block.size,The block size for multipart uploads to native S3 filesystem. Default size is 64MB.,performance,hadoop-common
351,fs.s3n.multipart.copy.block.size,The block size for multipart copy in native S3 filesystem. Default size is 5GB.,performance,hadoop-common
352,fs.s3n.server-side-encryption-algorithm,"Specify a server-side encryption algorithm for S3. Unset by default, and the only other currently allowable value is AES256.",security,hadoop-common
353,fs.s3a.access.key,AWS access key ID used by S3A file system. Omit for IAM role-based or provider-based authentication.,security,hadoop-common
354,fs.s3a.secret.key,AWS secret key used by S3A file system. Omit for IAM role-based or provider-based authentication.,security,hadoop-common
355,fs.s3a.aws.credentials.provider,"Comma-separated class names of credential provider classes which implement com.amazonaws.auth.AWSCredentialsProvider. These are loaded and queried in sequence for a valid set of credentials. Each listed class must implement one of the following means of construction, which are attempted in order: 1. a public constructor accepting java.net.URI and org.apache.hadoop.conf.Configuration, 2. a public static method named getInstance that accepts no arguments and returns an instance of com.amazonaws.auth.AWSCredentialsProvider, or 3. a public default constructor. Specifying org.apache.hadoop.fs.s3a.AnonymousAWSCredentialsProvider allows anonymous access to a publicly accessible S3 bucket without any credentials. Please note that allowing anonymous access to an S3 bucket compromises security and therefore is unsuitable for most use cases. It can be useful for accessing public data sets without requiring AWS credentials. If unspecified, then the default list of credential provider classes, queried in sequence, is: 1. org.apache.hadoop.fs.s3a.BasicAWSCredentialsProvider: supports static configuration of AWS access key ID and secret access key. See also fs.s3a.access.key and fs.s3a.secret.key. 2. com.amazonaws.auth.EnvironmentVariableCredentialsProvider: supports configuration of AWS access key ID and secret access key in environment variables named AWS_ACCESS_KEY_ID and AWS_SECRET_ACCESS_KEY, as documented in the AWS SDK. 3. org.apache.hadoop.fs.s3a.SharedInstanceProfileCredentialsProvider: a shared instance of com.amazonaws.auth.InstanceProfileCredentialsProvider from the AWS SDK, which supports use of instance profile credentials if running in an EC2 VM. Using this shared instance potentially reduces load on the EC2 instance metadata service for multi-threaded applications.",security,hadoop-common
356,fs.s3a.session.token,"Session token, when using org.apache.hadoop.fs.s3a.TemporaryAWSCredentialsProvider as one of the providers.",security,hadoop-common
357,fs.s3a.security.credential.provider.path,"Optional comma separated list of credential providers, a list which is prepended to that set in hadoop.security.credential.provider.path",security,hadoop-common
358,fs.s3a.connection.maximum,Controls the maximum number of simultaneous connections to S3.,performance,hadoop-common
359,fs.s3a.connection.ssl.enabled,Enables or disables SSL connections to S3.,security,hadoop-common
360,fs.s3a.endpoint,"AWS S3 endpoint to connect to. An up-to-date list is provided in the AWS Documentation: regions and endpoints. Without this property, the standard region (s3.amazonaws.com) is assumed.",environment,hadoop-common
361,fs.s3a.path.style.access,Enable S3 path style access ie disabling the default virtual hosting behaviour. Useful for S3A-compliant storage providers as it removes the need to set up DNS for virtual hosting.,security,hadoop-common
362,fs.s3a.proxy.host,Hostname of the (optional) proxy server for S3 connections.,environment,hadoop-common
363,fs.s3a.proxy.port,"Proxy server port. If this property is not set but fs.s3a.proxy.host is, port 80 or 443 is assumed (consistent with the value of fs.s3a.connection.ssl.enabled).",environment,hadoop-common
364,fs.s3a.proxy.username,Username for authenticating with proxy server.,security,hadoop-common
365,fs.s3a.proxy.password,Password for authenticating with proxy server.,security,hadoop-common
366,fs.s3a.proxy.domain,Domain for authenticating with proxy server.,security,hadoop-common
367,fs.s3a.proxy.workstation,Workstation for authenticating with proxy server.,security,hadoop-common
368,fs.s3a.attempts.maximum,How many times we should retry commands on transient errors.,reliability,hadoop-common
369,fs.s3a.connection.establish.timeout,Socket connection setup timeout in milliseconds.,reliability,hadoop-common
370,fs.s3a.connection.timeout,Socket connection timeout in milliseconds.,reliability,hadoop-common
371,fs.s3a.socket.send.buffer,Socket send buffer hint to amazon connector. Represented in bytes.,performance,hadoop-common
372,fs.s3a.socket.recv.buffer,Socket receive buffer hint to amazon connector. Represented in bytes.,performance,hadoop-common
373,fs.s3a.paging.maximum,How many keys to request from S3 when doing directory listings at a time.,performance,hadoop-common
374,fs.s3a.threads.max,The total number of threads available in the filesystem for data uploads *or any other queued filesystem operation*.,performance,hadoop-common
375,fs.s3a.threads.keepalivetime,Number of seconds a thread can be idle before being terminated.,reliability,hadoop-common
376,fs.s3a.max.total.tasks,The number of operations which can be queued for execution,reliability,hadoop-common
377,fs.s3a.multipart.size,"How big (in bytes) to split upload or copy operations up into. A suffix from the set {K,M,G,T,P} may be used to scale the numeric value.",performance,hadoop-common
378,fs.s3a.multipart.threshold,"How big (in bytes) to split upload or copy operations up into. This also controls the partition size in renamed files, as rename() involves copying the source file(s). A suffix from the set {K,M,G,T,P} may be used to scale the numeric value.",performance,hadoop-common
379,fs.s3a.multiobjectdelete.enable,"When enabled, multiple single-object delete requests are replaced by a single 'delete multiple objects'-request, reducing the number of requests. Beware: legacy S3-compatible object stores might not support this request.",performance,hadoop-common
380,fs.s3a.acl.default,"Set a canned ACL for newly created and copied objects. Value may be Private, PublicRead, PublicReadWrite, AuthenticatedRead, LogDeliveryWrite, BucketOwnerRead, or BucketOwnerFullControl.",security,hadoop-common
381,fs.s3a.multipart.purge,"True if you want to purge existing multipart uploads that may not have been completed/aborted correctly. The corresponding purge age is defined in fs.s3a.multipart.purge.age. If set, when the filesystem is instantiated then all outstanding uploads older than the purge age will be terminated -across the entire bucket. This will impact multipart uploads by other applications and users. so should be used sparingly, with an age value chosen to stop failed uploads, without breaking ongoing operations.",reliability,hadoop-common
382,fs.s3a.multipart.purge.age,Minimum age in seconds of multipart uploads to purge.,reliability,hadoop-common
383,fs.s3a.server-side-encryption-algorithm,"Specify a server-side encryption algorithm for s3a: file system. Unset by default. It supports the following values: 'AES256' (for SSE-S3), 'SSE-KMS' and 'SSE-C'.",security,hadoop-common
384,fs.s3a.server-side-encryption.key,"Specific encryption key to use if fs.s3a.server-side-encryption-algorithm has been set to 'SSE-KMS' or 'SSE-C'. In the case of SSE-C, the value of this property should be the Base64 encoded key. If you are using SSE-KMS and leave this property empty, you'll be using your default's S3 KMS key, otherwise you should set this property to the specific KMS key id.",security,hadoop-common
385,fs.s3a.signing-algorithm,Override the default signing algorithm so legacy implementations can still be used,security,hadoop-common
386,fs.s3a.block.size,"Block size to use when reading files using s3a: file system. A suffix from the set {K,M,G,T,P} may be used to scale the numeric value.",performance,hadoop-common
387,fs.s3a.buffer.dir,Comma separated list of directories that will be used to buffer file uploads to.,environment,hadoop-common
388,fs.s3a.fast.upload,Use the incremental block-based fast upload mechanism with the buffering mechanism set in fs.s3a.fast.upload.buffer.,performance,hadoop-common
389,fs.s3a.fast.upload.buffer,"The buffering mechanism to use when using S3A fast upload (fs.s3a.fast.upload=true). Values: disk, array, bytebuffer. This configuration option has no effect if fs.s3a.fast.upload is false. ""disk"" will use the directories listed in fs.s3a.buffer.dir as the location(s) to save data prior to being uploaded. ""array"" uses arrays in the JVM heap ""bytebuffer"" uses off-heap memory within the JVM. Both ""array"" and ""bytebuffer"" will consume memory in a single stream up to the number of blocks set by: fs.s3a.multipart.size * fs.s3a.fast.upload.active.blocks. If using either of these mechanisms, keep this value low The total number of threads performing work across all threads is set by fs.s3a.threads.max, with fs.s3a.max.total.tasks values setting the number of queued work items.",performance,hadoop-common
390,fs.s3a.fast.upload.active.blocks,"Maximum Number of blocks a single output stream can have active (uploading, or queued to the central FileSystem instance's pool of queued operations. This stops a single stream overloading the shared thread pool.",performance,hadoop-common
391,fs.s3a.readahead.range,"Bytes to read ahead during a seek() before closing and re-opening the S3 HTTP connection. This option will be overridden if any call to setReadahead() is made to an open stream. A suffix from the set {K,M,G,T,P} may be used to scale the numeric value.",performance,hadoop-common
392,fs.s3a.user.agent.prefix,"Sets a custom value that will be prepended to the User-Agent header sent in HTTP requests to the S3 back-end by S3AFileSystem. The User-Agent header always includes the Hadoop version number followed by a string generated by the AWS SDK. An example is ""User-Agent: Hadoop 2.8.0, aws-sdk-java/1.10.6"". If this optional property is set, then its value is prepended to create a customized User-Agent. For example, if this configuration property was set to ""MyApp"", then an example of the resulting User-Agent would be ""User-Agent: MyApp, Hadoop 2.8.0, aws-sdk-java/1.10.6"".",others,hadoop-common
393,fs.s3a.metadatastore.authoritative,"When true, allow MetadataStore implementations to act as source of truth for getting file status and directory listings. Even if this is set to true, MetadataStore implementations may choose not to return authoritative results. If the configured MetadataStore does not support being authoritative, this setting will have no effect.",security,hadoop-common
394,fs.s3a.metadatastore.impl,"Fully-qualified name of the class that implements the MetadataStore to be used by s3a. The default class, NullMetadataStore, has no effect: s3a will continue to treat the backing S3 service as the one and only source of truth for file and directory metadata.",others,hadoop-common
395,fs.s3a.s3guard.cli.prune.age,Default age (in milliseconds) after which to prune metadata from the metadatastore when the prune command is run. Can be overridden on the command-line.,reliability,hadoop-common
396,fs.s3a.impl,The implementation class of the S3A Filesystem,others,hadoop-common
397,fs.s3a.s3guard.ddb.region,"AWS DynamoDB region to connect to. An up-to-date list is provided in the AWS Documentation: regions and endpoints. Without this property, the S3Guard will operate table in the associated S3 bucket region.",environment,hadoop-common
398,fs.s3a.s3guard.ddb.table,"The DynamoDB table name to operate. Without this property, the respective S3 bucket name will be used.",others,hadoop-common
399,fs.s3a.s3guard.ddb.table.create,"If true, the S3A client will create the table if it does not already exist.",others,hadoop-common
400,fs.s3a.s3guard.ddb.table.capacity.read,"Provisioned throughput requirements for read operations in terms of capacity units for the DynamoDB table. This config value will only be used when creating a new DynamoDB table, though later you can manually provision by increasing or decreasing read capacity as needed for existing tables. See DynamoDB documents for more information.",performance,hadoop-common
401,fs.s3a.s3guard.ddb.table.capacity.write,Provisioned throughput requirements for write operations in terms of capacity units for the DynamoDB table. Refer to related config fs.s3a.s3guard.ddb.table.capacity.read before usage.,performance,hadoop-common
402,fs.s3a.s3guard.ddb.max.retries,"Max retries on batched DynamoDB operations before giving up and throwing an IOException. Each retry is delayed with an exponential backoff timer which starts at 100 milliseconds and approximately doubles each time. The minimum wait before throwing an exception is sum(100, 200, 400, 800, .. 100*2^N-1 ) == 100 * ((2^N)-1) So N = 9 yields at least 51.1 seconds (51,100) milliseconds of blocking before throwing an IOException.",reliability,hadoop-common
403,fs.s3a.s3guard.ddb.background.sleep,Length (in milliseconds) of pause between each batch of deletes when pruning metadata. Prevents prune operations (which can typically be low priority background operations) from overly interfering with other I/O operations.,reliability,hadoop-common
404,fs.AbstractFileSystem.s3a.impl,The implementation class of the S3A AbstractFileSystem.,others,hadoop-common
405,fs.wasb.impl,The implementation class of the Native Azure Filesystem,others,hadoop-common
406,fs.wasbs.impl,The implementation class of the Secure Native Azure Filesystem,others,hadoop-common
407,fs.azure.secure.mode,"Config flag to identify the mode in which fs.azure.NativeAzureFileSystem needs to run under. Setting it ""true"" would make fs.azure.NativeAzureFileSystem use SAS keys to communicate with Azure storage.",security,hadoop-common
408,fs.azure.local.sas.key.mode,"Works in conjuction with fs.azure.secure.mode. Setting this config to true results in fs.azure.NativeAzureFileSystem using the local SAS key generation where the SAS keys are generating in the same process as fs.azure.NativeAzureFileSystem. If fs.azure.secure.mode flag is set to false, this flag has no effect.",security,hadoop-common
409,fs.azure.sas.expiry.period,"The default value to be used for expiration period for SAS keys generated. Can use the following suffix (case insensitive): ms(millis), s(sec), m(min), h(hour), d(day) to specify the time (such as 2s, 2m, 1h, etc.).",security,hadoop-common
410,fs.azure.authorization,"Config flag to enable authorization support in WASB. Setting it to ""true"" enables authorization support to WASB. Currently WASB authorization requires a remote service to provide authorization that needs to be specified via fs.azure.authorization.remote.service.url configuration",security,hadoop-common
411,fs.azure.authorization.caching.enable,Config flag to enable caching of authorization results and saskeys in WASB. This flag is relevant only when fs.azure.authorization is enabled.,security,hadoop-common
412,fs.azure.saskey.usecontainersaskeyforallaccess,Use container saskey for access to all blobs within the container. Blob-specific saskeys are not used when this setting is enabled. This setting provides better performance compared to blob-specific saskeys.,security,hadoop-common
413,io.seqfile.compress.blocksize,The minimum block size for compression in block compressed SequenceFiles.,performance,hadoop-common
414,io.mapfile.bloom.size,"The size of BloomFilter-s used in BloomMapFile. Each time this many keys is appended the next BloomFilter will be created (inside a DynamicBloomFilter). Larger values minimize the number of filters, which slightly increases the performance, but may waste too much space if the total number of keys is usually much smaller than this number.",performance,hadoop-common
415,io.mapfile.bloom.error.rate,"The rate of false positives in BloomFilter-s used in BloomMapFile. As this value decreases, the size of BloomFilter-s increases exponentially. This value is the probability of encountering false positives (default is 0.5%).",performance,hadoop-common
416,hadoop.util.hash.type,The default implementation of Hash. Currently this can take one of the two values: 'murmur' to select MurmurHash and 'jenkins' to select JenkinsHash.,others,hadoop-common
417,ipc.client.idlethreshold,Defines the threshold number of connections after which connections will be inspected for idleness.,reliability,hadoop-common
418,ipc.client.kill.max,Defines the maximum number of clients to disconnect in one go.,reliability,hadoop-common
419,ipc.client.connection.maxidletime,The maximum time in msec after which a client will bring down the connection to the server.,reliability,hadoop-common
420,ipc.client.connect.max.retries,Indicates the number of retries a client will make to establish a server connection.,reliability,hadoop-common
421,ipc.client.connect.retry.interval,Indicates the number of milliseconds a client will wait for before retrying to establish a server connection.,reliability,hadoop-common
422,ipc.client.connect.timeout,Indicates the number of milliseconds a client will wait for the socket to establish a server connection.,reliability,hadoop-common
423,ipc.client.connect.max.retries.on.timeouts,Indicates the number of retries a client will make on socket timeout to establish a server connection.,reliability,hadoop-common
424,ipc.client.tcpnodelay,Use TCP_NODELAY flag to bypass Nagle's algorithm transmission delays.,performance,hadoop-common
425,ipc.client.low-latency,Use low-latency QoS markers for IPC connections.,performance,hadoop-common
426,ipc.client.ping,"Send a ping to the server when timeout on reading the response, if set to true. If no failure is detected, the client retries until at least a byte is read or the time given by ipc.client.rpc-timeout.ms is passed.",reliability,hadoop-common
427,ipc.ping.interval,"Timeout on waiting response from server, in milliseconds. The client will send ping when the interval is passed without receiving bytes, if ipc.client.ping is set to true.",reliability,hadoop-common
428,ipc.client.rpc-timeout.ms,"Timeout on waiting response from server, in milliseconds. If ipc.client.ping is set to true and this rpc-timeout is greater than the value of ipc.ping.interval, the effective value of the rpc-timeout is rounded up to multiple of ipc.ping.interval.",reliability,hadoop-common
429,ipc.server.listen.queue.size,Indicates the length of the listen queue for servers accepting client connections.,performance,hadoop-common
430,ipc.server.log.slow.rpc,This setting is useful to troubleshoot performance issues for various services. If this value is set to true then we log requests that fall into 99th percentile as well as increment RpcSlowCalls counter.,debuggability,hadoop-common
431,ipc.maximum.data.length,This indicates the maximum IPC message length (bytes) that can be accepted by the server. Messages larger than this value are rejected by the immediately to avoid possible OOMs. This setting should rarely need to be changed.,reliability,hadoop-common
432,ipc.maximum.response.length,This indicates the maximum IPC message length (bytes) that can be accepted by the client. Messages larger than this value are rejected immediately to avoid possible OOMs. This setting should rarely need to be changed. Set to 0 to disable.,reliability,hadoop-common
433,hadoop.security.impersonation.provider.class,"A class which implements ImpersonationProvider interface, used to authorize whether one user can impersonate a specific user. If not specified, the DefaultImpersonationProvider will be used. If a class is specified, then that class will be used to determine the impersonation capability.",security,hadoop-common
434,hadoop.rpc.socket.factory.class.default,"Default SocketFactory to use. This parameter is expected to be formatted as ""package.FactoryClassName"".",environment,hadoop-common
435,hadoop.rpc.socket.factory.class.ClientProtocol,"SocketFactory to use to connect to a DFS. If null or empty, use hadoop.rpc.socket.class.default. This socket factory is also used by DFSClient to create sockets to DataNodes.",environment,hadoop-common
436,hadoop.socks.server,Address (host:port) of the SOCKS server to be used by the SocksSocketFactory.,environment,hadoop-common
437,net.topology.node.switch.mapping.impl,"The default implementation of the DNSToSwitchMapping. It invokes a script specified in net.topology.script.file.name to resolve node names. If the value for net.topology.script.file.name is not set, the default value of DEFAULT_RACK is returned for all node names.",others,hadoop-common
438,net.topology.impl,The default implementation of NetworkTopology which is classic three layer one.,others,hadoop-common
439,net.topology.script.file.name,"The script name that should be invoked to resolve DNS names to NetworkTopology names. Example: the script would take host.foo.bar as an argument, and return /rack1 as the output.",environment,hadoop-common
440,net.topology.script.number.args,The max number of args that the script configured with net.topology.script.file.name should be run with. Each arg is an IP address.,others,hadoop-common
441,net.topology.table.file.name,"The file name for a topology file, which is used when the net.topology.node.switch.mapping.impl property is set to org.apache.hadoop.net.TableMapping. The file format is a two column text file, with columns separated by whitespace. The first column is a DNS or IP address and the second column specifies the rack where the address maps. If no entry corresponding to a host in the cluster is found, then /default-rack is assumed.",environment,hadoop-common
442,file.stream-buffer-size,"The size of buffer to stream files. The size of this buffer should probably be a multiple of hardware page size (4096 on Intel x86), and it determines how much data is buffered during read and write operations.",performance,hadoop-common
443,file.bytes-per-checksum,The number of bytes per checksum. Must not be larger than file.stream-buffer-size,performance,hadoop-common
444,file.client-write-packet-size,Packet size for clients to write,performance,hadoop-common
445,file.blocksize,Block size,performance,hadoop-common
446,file.replication,Replication factor,reliability,hadoop-common
447,s3.stream-buffer-size,"The size of buffer to stream files. The size of this buffer should probably be a multiple of hardware page size (4096 on Intel x86), and it determines how much data is buffered during read and write operations.",performance,hadoop-common
448,s3.bytes-per-checksum,The number of bytes per checksum. Must not be larger than s3.stream-buffer-size,performance,hadoop-common
449,s3.client-write-packet-size,Packet size for clients to write,performance,hadoop-common
450,s3.blocksize,Block size,performance,hadoop-common
451,s3.replication,Replication factor,reliability,hadoop-common
452,s3native.stream-buffer-size,"The size of buffer to stream files. The size of this buffer should probably be a multiple of hardware page size (4096 on Intel x86), and it determines how much data is buffered during read and write operations.",performance,hadoop-common
453,s3native.bytes-per-checksum,The number of bytes per checksum. Must not be larger than s3native.stream-buffer-size,performance,hadoop-common
454,s3native.client-write-packet-size,Packet size for clients to write,performance,hadoop-common
455,s3native.blocksize,Block size,performance,hadoop-common
456,s3native.replication,Replication factor,reliability,hadoop-common
457,ftp.stream-buffer-size,"The size of buffer to stream files. The size of this buffer should probably be a multiple of hardware page size (4096 on Intel x86), and it determines how much data is buffered during read and write operations.",performance,hadoop-common
458,ftp.bytes-per-checksum,The number of bytes per checksum. Must not be larger than ftp.stream-buffer-size,performance,hadoop-common
459,ftp.client-write-packet-size,Packet size for clients to write,performance,hadoop-common
460,ftp.blocksize,Block size,performance,hadoop-common
461,ftp.replication,Replication factor,reliability,hadoop-common
462,tfile.io.chunk.size,Value chunk size in bytes. Default to 1MB. Values of the length less than the chunk size is guaranteed to have known value length in read time (See also TFile.Reader.Scanner.Entry.isValueLengthKnown()).,performance,hadoop-common
463,tfile.fs.output.buffer.size,Buffer size used for FSDataOutputStream in bytes.,performance,hadoop-common
464,tfile.fs.input.buffer.size,Buffer size used for FSDataInputStream in bytes.,performance,hadoop-common
